algorithm,policy,latency_profile,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,shifted_critical,mixed,60,5,97.368421,26.250154,5.528846,66.304379,-3.557827,26.250115,3.836449,0.12477,60,0,0,0.0
QAOA,stall_aware_shifted,mixed,60,5,97.368421,32.206448,10.838105,60.674187,80.188648,32.206364,3.715882,0.130957,60,0,0,0.0
QAOA,stall_aware_shifted_refined,mixed,60,5,97.368421,33.234485,11.245047,61.609645,81.284299,33.234461,3.735016,0.111638,60,0,0,0.0
QFT,asap,l1_l1,20,5,90.652286,10.812815,6.034445,31.425381,-208.845886,10.8128,4.484796,0.055493,20,0,0,2e-06
QFT,greedy_critical,l1_l1,20,5,90.652286,9.168321,4.913685,30.947523,-201.405311,9.168318,4.56597,0.034843,20,0,0,2e-06
QFT,shifted_critical,l1_l1,20,5,90.652286,9.168321,4.913685,31.108305,-201.405311,9.168318,4.56597,0.034843,20,0,0,2e-06
QFT,stall_aware_shifted,l1_l1,20,5,90.652286,9.784534,5.092801,31.557975,62.860924,9.784527,4.416206,0.047823,20,0,0,2e-06
QFT,stall_aware_shifted_refined,l1_l1,20,5,90.652286,9.436301,5.046406,31.881681,55.808649,9.436277,4.422206,0.041344,20,0,0,2e-06
QFT,asap,l2_l2,20,5,90.652286,31.27324,17.024579,82.011603,-5.202424,31.273362,3.425156,0.189854,20,0,0,2e-06
QFT,greedy_critical,l2_l2,20,5,90.652286,29.169418,15.297669,90.892484,1.112947,29.169481,3.437517,0.16725,20,0,0,2e-06
QFT,shifted_critical,l2_l2,20,5,90.652286,29.169418,15.266424,90.733759,2.154033,29.169481,3.437517,0.168394,20,0,0,2e-06
QFT,stall_aware_shifted,l2_l2,20,5,90.652286,33.362893,16.814358,83.531714,80.534813,33.362926,3.409048,0.186768,20,0,0,2e-06
QFT,stall_aware_shifted_refined,l2_l2,20,5,90.652286,33.009574,16.601761,82.634112,80.004805,33.009547,3.41868,0.180644,20,0,0,2e-06
QFT,asap,mixed,40,5,90.652286,19.828311,10.859084,56.486465,-60.97428,19.82824,3.859439,0.106918,40,0,0,0.0
QFT,greedy_critical,mixed,40,5,90.652286,17.566094,9.438799,60.54415,-71.056494,17.566164,3.877598,0.087992,40,0,0,0.0
QFT,shifted_critical,mixed,40,5,90.652286,17.566094,9.438799,60.384414,-67.513824,17.566164,3.877598,0.086601,40,0,0,0.0
QFT,stall_aware_shifted,mixed,40,5,90.652286,19.681494,9.995933,55.921922,77.171216,19.681523,3.864483,0.105431,40,0,0,0.0
QFT,stall_aware_shifted_refined,mixed,40,5,90.652286,18.374243,9.986354,57.990497,75.776606,18.37424,3.864031,0.09964,40,0,0,0.0
VQE,asap,l1_l1,30,5,97.142857,6.836623,2.760725,13.636378,-175.933685,6.836634,4.488548,0.018512,30,0,0,0.0
VQE,greedy_critical,l1_l1,30,5,97.142857,0.808428,0.0,7.575755,-380.94074,0.808491,4.655016,0.007595,20,10,0,2e-06
VQE,shifted_critical,l1_l1,30,5,97.142857,0.808428,0.0,7.575755,-362.369243,0.808491,4.655016,0.007595,20,10,0,2e-06
VQE,stall_aware_shifted,l1_l1,30,5,97.142857,1.679628,0.583657,3.030303,32.318912,1.679698,4.658885,0.015008,30,0,0,0.0
VQE,stall_aware_shifted_refined,l1_l1,30,5,97.142857,1.679628,0.583657,3.030303,40.484774,1.679698,4.656949,0.015008,30,0,0,0.0
VQE,asap,l2_l2,30,5,97.142857,18.723015,7.621967,34.78262,-5.352211,18.723078,3.780613,0.081571,30,0,0,0.0
VQE,greedy_critical,l2_l2,30,5,97.142857,6.636121,1.556416,27.53623,-134.218709,6.636088,3.834518,0.05501,25,5,0,0.0
VQE,shifted_critical,l2_l2,30,5,97.142857,6.636121,1.556416,27.53623,-60.531225,6.636088,3.834518,0.056455,25,5,0,0.0
VQE,stall_aware_shifted,l2_l2,30,5,97.142857,4.654415,0.968989,26.086948,46.068116,4.654423,3.930442,0.042343,30,0,0,0.0
VQE,stall_aware_shifted_refined,l2_l2,30,5,97.142857,4.959291,0.968989,27.53623,50.633281,4.959259,3.911162,0.046767,30,0,0,0.0
VQE,asap,mixed,60,5,97.142857,12.003528,4.892963,23.880627,-72.560006,12.003523,3.874014,0.055704,60,0,0,0.0
VQE,greedy_critical,mixed,60,5,97.142857,2.120116,0.0,17.910474,-152.131297,2.120143,3.976834,0.011978,40,20,0,0.0
VQE,shifted_critical,mixed,60,5,97.142857,2.120116,0.0,17.910474,-152.131297,2.120143,3.976834,0.011978,40,20,0,0.0
VQE,stall_aware_shifted,mixed,60,5,97.142857,2.274109,0.292102,11.940323,56.270163,2.274193,3.988349,0.020491,60,0,0,0.0
VQE,stall_aware_shifted_refined,mixed,60,5,97.142857,2.579922,0.243412,14.925399,45.449227,2.579969,3.990282,0.023502,60,0,0,0.0
